indicator,indicator_type,threat_type,severity,source,first_seen,label
203.0.113.103,ipv4,data_exfiltration,low,internal_soc_export,2026-08-05T13:00:00,suspicious
192.0.2.238,ipv4,data_exfiltration,critical,internal_soc_export,2026-07-16T10:00:00,malicious
23f38baa4974be26062feb5cab1b4dce485f9ee7,sha1,scanning,medium,internal_soc_export,2026-07-09T07:00:00,benign
http://secure1339.example.org/a,url,command_and_control,high,opensource_feed_b,2026-07-04T22:00:00,malicious
192.0.2.246,ipv4,malware_delivery,critical,internal_soc_export,2026-07-26T16:00:00,suspicious
http://verify1341.example.org/a,url,command_and_control,low,opensource_feed_b,2026-07-30T05:00:00,suspicious
http://files1342.example.org/a,url,botnet,medium,opensource_feed_a,2026-07-06T04:00:00,suspicious
http://account1343.example.org/a,url,data_exfiltration,medium,opensource_feed_b,2026-06-16T06:00:00,malicious
422fc9516fb0ec0c1dd8e41ae8c51703,md5,unknown,medium,opensource_feed_b,2026-07-25T22:00:00,benign
e674ef504835714f9a5b35110552efc6b714d4331cce548105f9bc15bdb1d873,sha256,malware_delivery,low,opensource_feed_a,2026-06-16T01:00:00,suspicious
http://account1346.example.org/download,url,brute_force,critical,opensource_feed_a,2026-07-12T13:00:00,malicious
api1347.example.com,domain,data_exfiltration,low,internal_soc_export,2026-07-14T10:00:00,suspicious
192.0.2.176,ipv4,command_and_control,critical,opensource_feed_b,2026-07-31T06:00:00,malicious
a57582d425c0291f634fadacddd8d0fc,md5,brute_force,low,opensource_feed_b,2026-07-19T21:00:00,benign
http://verify1350.example.org/login,url,brute_force,high,opensource_feed_a,2026-06-11T06:00:00,suspicious
api1351.example.com,domain,unknown,high,internal_soc_export,2026-06-05T09:00:00,suspicious
cdn1352.example.com,domain,botnet,medium,internal_soc_export,2026-06-12T08:00:00,suspicious
3f9f9a947cf7170242e282965103811d,md5,unknown,high,internal_soc_export,2026-06-29T04:00:00,suspicious
af1bd0c96cad11d3612e2c2552ec22655f2a7157,sha1,phishing,medium,opensource_feed_a,2026-07-15T01:00:00,benign
8964ffe420a335a754e0443dcfc0ad5d,md5,malware_delivery,high,opensource_feed_a,2026-06-06T02:00:00,suspicious
http://img1356.example.org/login,url,unknown,critical,internal_soc_export,2026-06-07T23:00:00,suspicious
203.0.113.252,ipv4,scanning,high,opensource_feed_b,2026-06-30T04:00:00,benign
192.0.2.114,ipv4,command_and_control,medium,internal_soc_export,2026-06-22T18:00:00,suspicious
fd35e1e23657ceb2c772481a08519148,md5,command_and_control,medium,opensource_feed_a,2026-06-29T10:00:00,suspicious
4fb9778da36dd6b8b3151a14f0b4c7208f4c2cbf1d346ec60500a1e9ba7c2052,sha256,brute_force,low,opensource_feed_b,2026-06-01T02:00:00,benign
203.0.113.104,ipv4,phishing,critical,opensource_feed_b,2026-06-03T12:00:00,malicious
839fbdba46040e77e94464bf5a98999a9b9fff4e93f55d6ae2262f6a1110df41,sha256,command_and_control,critical,opensource_feed_b,2026-06-19T16:00:00,malicious
192.0.2.84,ipv4,botnet,medium,opensource_feed_a,2026-08-05T04:00:00,suspicious
203.0.113.43,ipv4,unknown,high,opensource_feed_b,2026-07-03T04:00:00,benign
192.0.2.58,ipv4,phishing,low,internal_soc_export,2026-06-02T09:00:00,benign
http://files1366.example.org/login,url,scanning,medium,opensource_feed_b,2026-07-07T07:00:00,suspicious
http://secure1367.example.org/download,url,unknown,medium,internal_soc_export,2026-07-03T20:00:00,suspicious
1508e7219b5eca20479265105b5a5fa9,md5,malware_delivery,high,opensource_feed_a,2026-07-08T01:00:00,suspicious
1add77076bd4f07b220f59437ee911c45a1c9af0f3c10c95274cc2ced20b54fa,sha256,brute_force,medium,opensource_feed_b,2026-06-04T21:00:00,suspicious
ecc9e9dc0cf5884240883a7e4101dfa916e6021a,sha1,botnet,critical,opensource_feed_b,2026-06-08T16:00:00,malicious
http://img1371.example.org/index,url,malware_delivery,medium,opensource_feed_a,2026-06-04T23:00:00,suspicious
mail1372.example.com,domain,malware_delivery,high,internal_soc_export,2026-07-09T23:00:00,suspicious
203.0.113.69,ipv4,command_and_control,high,opensource_feed_a,2026-08-07T11:00:00,malicious
mail1374.example.com,domain,botnet,high,opensource_feed_b,2026-06-14T10:00:00,suspicious
198.51.100.3,ipv4,scanning,high,opensource_feed_a,2026-07-09T12:00:00,suspicious
203.0.113.178,ipv4,scanning,medium,internal_soc_export,2026-06-11T08:00:00,benign
50cf107a9651362017039e337f063a2fc207ff24,sha1,command_and_control,high,internal_soc_export,2026-08-02T20:00:00,suspicious
http://account1378.example.org/index,url,phishing,medium,opensource_feed_b,2026-06-05T18:00:00,suspicious
198.51.100.20,ipv4,botnet,high,opensource_feed_b,2026-07-29T02:00:00,suspicious
c6cc503fdb946edff3b26e7534967a1a983724d786cf15b7bcbc74dca0454d23,sha256,scanning,critical,opensource_feed_b,2026-08-09T17:00:00,suspicious
mail1381.example.com,domain,botnet,low,internal_soc_export,2026-07-18T07:00:00,suspicious
77eb1cbffb91a50581e5eee8d38741d32e613186,sha1,phishing,medium,opensource_feed_a,2026-08-05T21:00:00,suspicious
192.0.2.140,ipv4,data_exfiltration,critical,internal_soc_export,2026-08-06T12:00:00,malicious
198.51.100.176,ipv4,malware_delivery,low,internal_soc_export,2026-07-10T09:00:00,suspicious
192.0.2.173,ipv4,brute_force,low,opensource_feed_a,2026-06-10T07:00:00,benign
02d7d5207a756445c09742715c6c51be,md5,data_exfiltration,low,opensource_feed_a,2026-06-09T16:00:00,suspicious
198.51.100.112,ipv4,malware_delivery,medium,internal_soc_export,2026-07-28T08:00:00,benign
http://files1388.example.org/index,url,botnet,high,opensource_feed_b,2026-06-11T13:00:00,suspicious
192.0.2.174,ipv4,unknown,medium,opensource_feed_b,2026-07-21T13:00:00,benign
203.0.113.246,ipv4,phishing,medium,opensource_feed_a,2026-06-04T06:00:00,benign
cdn1391.example.com,domain,phishing,critical,opensource_feed_a,2026-07-14T19:00:00,malicious
static1392.example.com,domain,phishing,high,opensource_feed_a,2026-08-03T06:00:00,suspicious
http://verify1393.example.org/download,url,scanning,high,internal_soc_export,2026-06-23T06:00:00,suspicious
198.51.100.12,ipv4,botnet,low,opensource_feed_b,2026-07-20T06:00:00,benign
static1395.example.com,domain,malware_delivery,low,opensource_feed_a,2026-07-07T13:00:00,suspicious
92e00fb3f3f7b79bb240d427bbcc43fa,md5,malware_delivery,high,internal_soc_export,2026-06-11T22:00:00,suspicious
198.51.100.230,ipv4,data_exfiltration,low,opensource_feed_a,2026-06-01T07:00:00,benign
e02e7e77681b0aa6282ba5b0c857b51f,md5,malware_delivery,high,opensource_feed_a,2026-06-17T18:00:00,suspicious
mail1399.example.com,domain,command_and_control,critical,opensource_feed_b,2026-07-23T14:00:00,malicious
